Orthogroup	Node	Bootstrap	Paralog1	Paralog2
gene_trees/18694.treefile	N3	100	Genome_Acoerulea_ID_Aqcoe5G466200	Genome_Acoerulea_ID_Aqcoe5G466400
gene_trees/18708.treefile	N2	85	Genome_Ecalifornica_ID_EscalH1.6G304200	Genome_Ecalifornica_ID_EscalH1.6G304100
gene_trees/18720.treefile	N5	97	Genome_Cchinensis_ID_KAF9602490.1	Genome_Cchinensis_ID_KAF9616421.1
gene_trees/1878.treefile	N5	91	Genome_Acoerulea_ID_Aqcoe5G461100	Genome_Acoerulea_ID_Aqcoe7G007100
gene_trees/1880.treefile	N4	62	Genome_Ecalifornica_ID_EscalH1.4G189700	Genome_Ecalifornica_ID_EscalH1.6G295900
gene_trees/1882.treefile	N5	58	Genome_Ecalifornica_ID_EscalH1.2G461600	Genome_Ecalifornica_ID_EscalH1.6G373600
gene_trees/1890.treefile	N5	93	Genome_Epleiosperma_ID_evm.model.CTG_488.147	Genome_Epleiosperma_ID_evm.model.CTG_287.138
gene_trees/1896.treefile	N4	55	Genome_Ecalifornica_ID_EscalH1.6G300900	Genome_Ecalifornica_ID_EscalH1.2G474900
gene_trees/18994.treefile	N1	87	Genome_Ecalifornica_ID_EscalH1.1G661000	Genome_Ecalifornica_ID_EscalH1.6G109200
gene_trees/1919.treefile	N5	42	Genome_Ctomentella_ID_contig4R16T30.1	Genome_Ctomentella_ID_contig47A14T109.1
gene_trees/1928.treefile	N5	79	Genome_Psomniferum_ID_LOC113321819	Genome_Psomniferum_ID_LOC113295702
gene_trees/19321.treefile	N3	77	Genome_Cchinensis_ID_KAF9623157.1	Genome_Cchinensis_ID_KAF9623154.1
gene_trees/1934.treefile	N5	77	Genome_Psomniferum_ID_LOC113356600	Genome_Psomniferum_ID_LOC113288487
gene_trees/1939.treefile	N5	36	Genome_Epleiosperma_ID_evm.model.CTG_351.209	Genome_Epleiosperma_ID_evm.model.CTG_276.179
gene_trees/1939.treefile	N2	21	Genome_Ecalifornica_ID_EscalH1.2G472800	Genome_Ecalifornica_ID_EscalH1.6G306700
gene_trees/1939.treefile	N4	16	Genome_Cchinensis_ID_KAF9616355.1	Genome_Cchinensis_ID_KAF9600363.1
gene_trees/1940.treefile	N5	96	Genome_Epleiosperma_ID_evm.model.CTG_351.210	Genome_Epleiosperma_ID_evm.model.CTG_276.178
gene_trees/1941.treefile	N5	81	Genome_Epleiosperma_ID_evm.model.CTG_276.174	Genome_Epleiosperma_ID_evm.model.CTG_351.211
gene_trees/1943.treefile	N5	56	Genome_Acoerulea_ID_Aqcoe5G455200	Genome_Acoerulea_ID_Aqcoe7G013200
gene_trees/195.treefile	N1	94	Genome_Ecalifornica_ID_EscalH1.4G066500	Genome_Ecalifornica_ID_EscalH1.4G476100
gene_trees/1953.treefile	N5	100	Genome_Epleiosperma_ID_evm.model.CTG_287.129	Genome_Epleiosperma_ID_evm.model.CTG_287.45.1
gene_trees/1954.treefile	N4	46	Genome_Psomniferum_ID_LOC113339745	Genome_Psomniferum_ID_LOC113358462
gene_trees/1957.treefile	N4	79	Genome_Ecalifornica_ID_EscalH1.6G378500	Genome_Ecalifornica_ID_EscalH1.6G308700
gene_trees/196.treefile	N5	52	Genome_Cchinensis_ID_KAF9596815.1	Genome_Cchinensis_ID_KAF9591179.1
gene_trees/1966.treefile	N1	98	Genome_Ecalifornica_ID_EscalH1.2G471600	Genome_Ecalifornica_ID_EscalH1.6G261400
gene_trees/1967.treefile	N5	90	Genome_Ecalifornica_ID_EscalH1.6G261500	Genome_Ecalifornica_ID_EscalH1.4G196600
gene_trees/1973.treefile	N5	62	Genome_Ecalifornica_ID_EscalH1.4G197700	Genome_Ecalifornica_ID_EscalH1.6G262100
gene_trees/1979.treefile	N5	99	Genome_Ctomentella_ID_contig4A23T156.1	Genome_Ctomentella_ID_contig9R9T13.1
gene_trees/1980.treefile	N5	96	Genome_Ctomentella_ID_contig9A8T80.1	Genome_Ctomentella_ID_contig4R23T28.1
gene_trees/1985.treefile	N5	7	Genome_Ecalifornica_ID_EscalH1.4G198100	Genome_Ecalifornica_ID_EscalH1.6G376300
gene_trees/19891.treefile	N3	77	Genome_Cchinensis_ID_KAF9610663.1	Genome_Cchinensis_ID_KAF9610667.1
gene_trees/19897.treefile	N5	88	Genome_Psomniferum_ID_LOC113333670	Genome_Psomniferum_ID_LOC113333577
gene_trees/1991.treefile	N1	77	Genome_Ecalifornica_ID_EscalH1.6G262400	Genome_Ecalifornica_ID_EscalH1.6G375900
gene_trees/19923.treefile	N3	52	Genome_Cchinensis_ID_KAF9604852.1	Genome_Cchinensis_ID_KAF9604851.1
gene_trees/1994.treefile	N5	45	Genome_Epleiosperma_ID_evm.model.CTG_351.266.3	Genome_Epleiosperma_ID_evm.model.CTG_276.110
gene_trees/1994.treefile	N2	83	Genome_Ctomentella_ID_contig4A22T140.1	Genome_Ctomentella_ID_contig4A22T139.1
gene_trees/1996.treefile	N5	96	Genome_Ctomentella_ID_contig4A22T151.1	Genome_Ctomentella_ID_contig9A11T100.1
gene_trees/19966.treefile	N5	54	Genome_Ecalifornica_ID_EscalH1.3G421100	Genome_Ecalifornica_ID_EscalH1.2G299100
gene_trees/20.treefile	N5	68	Genome_Acoerulea_ID_Aqcoe2G211300	Genome_Acoerulea_ID_Aqcoe1G128300
gene_trees/2000.treefile	N1	99	Genome_Psomniferum_ID_LOC113340266	Genome_Psomniferum_ID_LOC113339975
gene_trees/2006.treefile	N5	39	Genome_Acoerulea_ID_Aqcoe5G442700	Genome_Acoerulea_ID_Aqcoe7G022100
gene_trees/201.treefile	N3	89	Genome_Cchinensis_ID_KAF9591162.1	Genome_Cchinensis_ID_KAF9591163.1
gene_trees/2011.treefile	N5	100	Genome_Epleiosperma_ID_evm.model.CTG_351.220	Genome_Epleiosperma_ID_evm.model.CTG_351.219
gene_trees/2011.treefile	N3	100	Genome_Acoerulea_ID_Aqcoe7G027700	Genome_Acoerulea_ID_Aqcoe7G031400
gene_trees/2018.treefile	N5	48	Genome_Acoerulea_ID_Aqcoe7G023100	Genome_Acoerulea_ID_Aqcoe5G440700
gene_trees/202.treefile	N1	83	Genome_Ecalifornica_ID_EscalH1.4G066300	Genome_Ecalifornica_ID_EscalH1.2G243800
gene_trees/2050.treefile	N4	91	Genome_Cchinensis_ID_KAF9617752.1	Genome_Cchinensis_ID_KAF9618024.1
gene_trees/2055.treefile	N5	61	Genome_Ecalifornica_ID_EscalH1.1G122900	Genome_Ecalifornica_ID_EscalH1.6G264400
gene_trees/20582.treefile	N3	99	Genome_Cchinensis_ID_KAF9592717.1	Genome_Cchinensis_ID_KAF9592800.1
gene_trees/2059.treefile	N2	50	Genome_Psomniferum_ID_LOC113362023	Genome_Psomniferum_ID_LOC113320951
gene_trees/2060.treefile	N3	70	Genome_Cchinensis_ID_KAF9602541.1	Genome_Cchinensis_ID_KAF9617755.1
gene_trees/20678.treefile	N5	95	Genome_Acoerulea_ID_Aqcoe3G078800	Genome_Acoerulea_ID_Aqcoe3G078900
gene_trees/20681.treefile	N3	99	Genome_Cchinensis_ID_KAF9591073.1	Genome_Cchinensis_ID_KAF9591072.1
gene_trees/2075.treefile	N5	92	Genome_Ctomentella_ID_contig4R25T12.1	Genome_Ctomentella_ID_contig27A24T100.1
gene_trees/2075.treefile	N1	61	Genome_Psomniferum_ID_LOC113299219	Genome_Psomniferum_ID_LOC113344269
gene_trees/2076.treefile	N1	93	Genome_Ecalifornica_ID_EscalH1.2G462200	Genome_Ecalifornica_ID_EscalH1.6G373000
gene_trees/20796.treefile	N5	95	Genome_Epleiosperma_ID_evm.model.CTG_1.1064	Genome_Epleiosperma_ID_evm.model.CTG_235.455
gene_trees/208.treefile	N5	42	Genome_Ecalifornica_ID_EscalH1.1G253400	Genome_Ecalifornica_ID_EscalH1.3G195200
gene_trees/20815.treefile	N5	70	Genome_Acoerulea_ID_Aqcoe3G151800	Genome_Acoerulea_ID_Aqcoe3G276700
gene_trees/2083.treefile	N5	43	Genome_Ctomentella_ID_contig4A27T198.1	Genome_Ctomentella_ID_contig51A15T114.1
gene_trees/2083.treefile	N1	75	Genome_Ecalifornica_ID_EscalH1.6G266200	Genome_Ecalifornica_ID_EscalH1.6G371100
gene_trees/2085.treefile	N5	94	Genome_Ctomentella_ID_contig2R87T20.1	Genome_Ctomentella_ID_contig5R34T22.1
gene_trees/20925.treefile	N4	54	Genome_Ecalifornica_ID_EscalH1.2G190600	Genome_Ecalifornica_ID_EscalH1.5G043300
gene_trees/20925.treefile	N2	27	Genome_Ecalifornica_ID_EscalH1.3G389500	Genome_Ecalifornica_ID_EscalH1.4G392700
gene_trees/20930.treefile	N4	65	Genome_Acoerulea_ID_Aqcoe3G115700	Genome_Acoerulea_ID_Aqcoe3G294900
gene_trees/20950.treefile	N4	62	Genome_Cchinensis_ID_KAF9603075.1	Genome_Cchinensis_ID_KAF9604363.1
gene_trees/20955.treefile	N3	41	Genome_Cchinensis_ID_KAF9602987.1	Genome_Cchinensis_ID_KAF9606013.1
gene_trees/2096.treefile	N5	82	Genome_Epleiosperma_ID_evm.model.CTG_2.113	Genome_Epleiosperma_ID_evm.model.CTG_287.16
gene_trees/2096.treefile	N2	69	Genome_Ctomentella_ID_contig5A49T148.1	Genome_Ctomentella_ID_contig80A7T232.1
gene_trees/20961.treefile	N3	100	Genome_Cchinensis_ID_KAF9603862.1	Genome_Cchinensis_ID_KAF9597773.1
gene_trees/20968.treefile	N5	82	Genome_Epleiosperma_ID_evm.model.CTG_235.639	Genome_Epleiosperma_ID_evm.model.CTG_1.1222
gene_trees/2102.treefile	N5	100	Genome_Epleiosperma_ID_evm.model.CTG_2.309	Genome_Epleiosperma_ID_evm.model.CTG_319.180
gene_trees/2105.treefile	N2	58	Genome_Ecalifornica_ID_EscalH1.1G315800	Genome_Ecalifornica_ID_EscalH1.6G006800
gene_trees/2112.treefile	N5	52	Genome_Psomniferum_ID_LOC113286905	Genome_Psomniferum_ID_LOC113332002
gene_trees/2123.treefile	N1	87	Genome_Ecalifornica_ID_EscalH1.1G480900	Genome_Ecalifornica_ID_EscalH1.1G112500
gene_trees/2127.treefile	N1	93	Genome_Ecalifornica_ID_EscalH1.5G165400	Genome_Ecalifornica_ID_EscalH1.1G112300
gene_trees/2131.treefile	N5	75	Genome_Psomniferum_ID_LOC113286841	Genome_Psomniferum_ID_LOC113331818
gene_trees/2157.treefile	N2	47	Genome_Psomniferum_ID_LOC113288591	Genome_Psomniferum_ID_LOC113283477
gene_trees/2157.treefile	N5	68	Genome_Cchinensis_ID_KAF9621204.1	Genome_Cchinensis_ID_KAF9600704.1
gene_trees/2163.treefile	N2	58	Genome_Ctomentella_ID_contig2R85T24.1	Genome_Ctomentella_ID_contig5A33T127.1
gene_trees/2178.treefile	N5	82	Genome_Ctomentella_ID_contig2A83T111.1	Genome_Ctomentella_ID_contig5A32T86.1
gene_trees/2178.treefile	N4	92	Genome_Acoerulea_ID_Aqcoe5G104600	Genome_Acoerulea_ID_Aqcoe6G288200
gene_trees/218.treefile	N4	78	Genome_Psomniferum_ID_LOC113298789	Genome_Psomniferum_ID_LOC113310945
gene_trees/21810.treefile	N4	62	Genome_Acoerulea_ID_Aqcoe3G048400	Genome_Acoerulea_ID_Aqcoe3G394900
gene_trees/2183.treefile	N3	99	Genome_Acoerulea_ID_Aqcoe7G106100	Genome_Acoerulea_ID_Aqcoe7G105900
gene_trees/21850.treefile	N5	73	Genome_Cchinensis_ID_KAF9623472.1	Genome_Cchinensis_ID_KAF9592514.1
gene_trees/21874.treefile	N1	64	Genome_Ecalifornica_ID_EscalH1.1G378100	Genome_Ecalifornica_ID_EscalH1.2G069300
gene_trees/21874.treefile	N5	79	Genome_Ctomentella_ID_contig10A28T128.1	Genome_Ctomentella_ID_contig57A11T131.1
gene_trees/21883.treefile	N1	100	Genome_Ecalifornica_ID_EscalH1.1G379100	Genome_Ecalifornica_ID_EscalH1.1G616200
gene_trees/21921.treefile	N5	76	Genome_Epleiosperma_ID_evm.model.CTG_235.491	Genome_Epleiosperma_ID_evm.model.CTG_1.1091
gene_trees/22.treefile	N5	54	Genome_Psomniferum_ID_LOC113338960	Genome_Psomniferum_ID_LOC113298687
gene_trees/22.treefile	N4	75	Genome_Cchinensis_ID_KAF9599041.1	Genome_Cchinensis_ID_KAF9597188.1
